
Standard & Poors 500 Index,Last: 4115.9902,Change:  6.8802
"Date: April 11, 2023 at 3:56 PM EDT",Bid: 4115.48,Ask: 4116.48,Size: 1*1,Volume: 0
Expiration Date,Calls,Last Sale,Net,Bid,Ask,Volume,IV,Delta,Gamma,Open Interest,Strike,Puts,Last Sale,Net,Bid,Ask,Volume,IV,Delta,Gamma,Open Interest
Fri Jun 16 2023,SPX230616C02725000,0,0,1404.8,1409.5,0,0.4141,0.9926,0,0,2725.00,SPX230616P02725000,2.44,0,2.1,2.25,0,0.4298,-0.0082,0,1799
Fri Jun 16 2023,SPX230616C02750000,1374.5,5.5,1380.1,1384.9,2,0.4096,0.9922,0,14,2750.00,SPX230616P02750000,2.26,-0.24,2.25,2.35,12,0.4243,-0.0087,0,8339
Fri Jun 16 2023,SPX230616C02775000,0,0,1355.5,1360.2,0,0.4049,0.9917,0,10,2775.00,SPX230616P02775000,2.6,0,2.35,2.45,0,0.4182,-0.0092,0,2561
Fri Jun 16 2023,SPX230616C02800000,1195,0,1330.8,1335.6,0,0.4,0.9911,0,264,2800.00,SPX230616P02800000,2.51,-0.24,2.45,2.6,891,0.4126,-0.0097,0,18445
Fri Jun 16 2023,SPX230616C02825000,0,0,1306.2,1310.9,0,0.3949,0.9906,0,0,2825.00,SPX230616P02825000,2.7,-0.2,2.55,2.7,10,0.4063,-0.0103,0,4781
Fri Jun 16 2023,SPX230616C02850000,0,0,1281.5,1286.3,0,0.3896,0.99,0,0,2850.00,SPX230616P02850000,2.9,-0.125,2.7,2.8,74,0.4005,-0.0109,0,4701
Fri Jun 16 2023,SPX230616C02875000,1098.2,0,1256.9,1261.6,0,0.3842,0.9893,0,30,2875.00,SPX230616P02875000,3,-0.15,2.85,2.95,10,0.3951,-0.0116,0,1814
Fri Jun 16 2023,SPX230616C02900000,0,0,1232.3,1237,0,0.3797,0.9886,0,2,2900.00,SPX230616P02900000,3.2,-0.1,2.95,3.1,29,0.389,-0.0123,0,19018
Fri Jun 16 2023,SPX230616C02925000,0,0,1207.7,1212.4,0,0.3749,0.9878,0,1,2925.00,SPX230616P02925000,4.6,0,3.1,3.3,0,0.3838,-0.013,0,5049
Fri Jun 16 2023,SPX230616C02950000,0,0,1183.1,1187.8,0,0.37,0.987,0,10,2950.00,SPX230616P02950000,3.2,-0.45,3.2,3.4,699,0.3771,-0.0138,0,7092
Fri Jun 16 2023,SPX230616C02975000,0,0,1158.4,1163.2,0,0.364,0.9862,0.0001,1,2975.00,SPX230616P02975000,3.4,-0.4,3.4,3.6,489,0.372,-0.0147,0.0001,3131
Fri Jun 16 2023,SPX230616C03000000,1119.58,0,1133.9,1138.6,0,0.3595,0.9852,0.0001,5617,3000.00,SPX230616P03000000,3.6,-0.4,3.6,3.8,26,0.3668,-0.0156,0.0001,59628
Fri Jun 16 2023,SPX230616C03025000,0,0,1109.3,1114,0,0.3541,0.9842,0.0001,0,3025.00,SPX230616P03025000,4.1,0,3.8,3.9,0,0.3606,-0.0166,0.0001,2405
Fri Jun 16 2023,SPX230616C03050000,0,0,1084.7,1089.4,0,0.3485,0.9832,0.0001,1,3050.00,SPX230616P03050000,4.11,-0.34,4,4.1,4,0.3551,-0.0176,0.0001,12914
Fri Jun 16 2023,SPX230616C03075000,891.13,0,1060.2,1064.9,0,0.3442,0.9821,0.0001,27,3075.00,SPX230616P03075000,5.5,0,4.2,4.4,0,0.35,-0.0188,0.0001,4625
Fri Jun 16 2023,SPX230616C03100000,0,0,1035.6,1040.3,0,0.3383,0.9808,0.0001,3,3100.00,SPX230616P03100000,4.35,-0.6,4.4,4.6,285,0.3442,-0.02,0.0001,24847
Fri Jun 16 2023,SPX230616C03125000,0,0,1011.1,1015.8,0,0.3336,0.9795,0.0001,1,3125.00,SPX230616P03125000,4.94,-0.26,4.7,4.8,2,0.3389,-0.0213,0.0001,7571
Fri Jun 16 2023,SPX230616C03150000,1028.08,0,986.6,991.3,0,0.3286,0.9782,0.0001,28,3150.00,SPX230616P03150000,5.19,-0.31,4.9,5.1,2,0.3334,-0.0227,0.0001,12083
Fri Jun 16 2023,SPX230616C03175000,0,0,962.1,966.8,0,0.3234,0.9766,0.0001,1,3175.00,SPX230616P03175000,5.5,-0.35,5.2,5.4,13,0.3282,-0.0242,0.0001,3418
Fri Jun 16 2023,SPX230616C03200000,776.5,0,937.7,942.4,0,0.3181,0.975,0.0001,3034,3200.00,SPX230616P03200000,5.4,-0.75,5.5,5.7,278,0.3229,-0.0258,0.0001,32981
Fri Jun 16 2023,SPX230616C03225000,957.21,0,913.2,917.9,0,0.3136,0.9733,0.0001,21,3225.00,SPX230616P03225000,6.6,0,5.9,6,0,0.3179,-0.0276,0.0001,14599
Fri Jun 16 2023,SPX230616C03240000,0,0,898.6,903.3,0,0.3111,0.9722,0.0001,0,3240.00,SPX230616P03240000,6.53,-0.27,6.1,6.2,750,0.3147,-0.0287,0.0001,665
